"genes","symbol","v15.Counts","v32.Counts"
"ENSG00000254578","AC084125.1",0,0
"ENSG00000254579","AC090720.1",0,0
"ENSG00000254580","LINC02719",0,0
"ENSG00000254581","AC068587.1",0,0
"ENSG00000254582","PSMA2P1",14,14
"ENSG00000254583","AC021269.1",0,0
"ENSG00000254584","AL035078.1",2,2
"ENSG00000254585","MAGEL2",3,3
"ENSG00000254586","AC124301.1",0,0
"ENSG00000254587","AP003066.1",0,0
"ENSG00000254588","ETS1-AS1",1,1
"ENSG00000254589","EIF4A2P3",4,2
"ENSG00000254590","AP003396.2",5,5
"ENSG00000254591","AP003532.1",0,0
"ENSG00000254592","AC123788.1",3,3
"ENSG00000254593","OR7E126P",67,53
"ENSG00000254594","LINC02686",0,0
"ENSG00000254595","AC084337.1",329,325
"ENSG00000254596","AP002748.3",6,6
"ENSG00000254598","CSNK2A3",13,8
"ENSG00000254599","AP003715.1",0,0
"ENSG00000254601","CYCSP26",0,0
"ENSG00000254602","AP000662.1",80,77
"ENSG00000254603","OR5M6P",0,0
"ENSG00000254604","AP002336.2",40,40
"ENSG00000254605","AP003555.1",0,0
"ENSG00000254606","AC013714.1",2,2
"ENSG00000254607","AP001783.1",0,0
"ENSG00000254609","AC136443.1",0,0
"ENSG00000254610","AC004923.1",1,2
"ENSG00000254612","DNAJB6P1",133,133
"ENSG00000254613","OR6M2P",0,1
"ENSG00000254614","AP003068.2",100,66
"ENSG00000254615","AC027031.2",137,138
"ENSG00000254616","AP001775.1",10,10
"ENSG00000254617","AP005435.2",0,0
"ENSG00000254618","TMED10P1",0,0
"ENSG00000254619","AC113192.1",0,0
"ENSG00000254620","AL050327.1",1,1
"ENSG00000254621","SETP16",1,1
"ENSG00000254622","NAV2-AS4",1,1
"ENSG00000254623","DEFB108E",0,0
"ENSG00000254624","OR4R3P",0,0
"ENSG00000254625","AF233439.1",0,0
"ENSG00000254626","AP003100.1",0,0
"ENSG00000254627","AL035078.2",0,0
"ENSG00000254629","AP002370.1",2,2
"ENSG00000254630","AP001922.2",0,0
"ENSG00000254631","AP001372.1",27,27
"ENSG00000254632","AP003119.1",1,1
"ENSG00000254633","AL512590.2",1,0
"ENSG00000254634","SMG1P6",89,89
"ENSG00000254635","WAC-AS1",645,619
"ENSG00000254636","ARMS2",0,0
"ENSG00000254637","OR4A18P",0,0
"ENSG00000254638","AP002884.1",6,6
"ENSG00000254639","AC116021.1",2,2
"ENSG00000254641","AC091564.3",0,0
"ENSG00000254642","COX6CP5",0,0
"ENSG00000254644","AC007751.1",0,0
"ENSG00000254645","AC087379.1",0,0
"ENSG00000254646","OR8B10P",0,0
"ENSG00000254647","INS",0,0
"ENSG00000254648","AP000911.1",2,2
"ENSG00000254649","AP003086.2",107,106
"ENSG00000254650","MTCYBP41",0,0
"ENSG00000254651","AC018716.1",0,0
"ENSG00000254653","AC024475.1",20,20
"ENSG00000254654","LINC02685",0,0
"ENSG00000254655","AP004607.1",0,0
"ENSG00000254656","RTL1",21,23
"ENSG00000254658","OR8J2",0,0
"ENSG00000254659","LINC02715",0,0
"ENSG00000254660","AP002512.2",0,0
"ENSG00000254661","LINC02682",0,0
"ENSG00000254662","AP000781.1",7,1
"ENSG00000254663","OR4A11P",0,0
"ENSG00000254664","AC103681.2",38,37
"ENSG00000254665","AC091053.1",0,0
"ENSG00000254668","AC023442.1",0,0
"ENSG00000254669","AL135934.1",0,0
"ENSG00000254670","RASSF10-DT",0,0
"ENSG00000254672","AL136146.1",38,37
"ENSG00000254673","AC110275.1",1,0
"ENSG00000254674","OR4A42P",0,0
"ENSG00000254675","AP003032.1",0,0
"ENSG00000254676","AP000873.4",65,51
"ENSG00000254677","OSBPL9P2",3,3
"ENSG00000254678","AP005018.1",1,1
"ENSG00000254680","AC079329.1",0,0
"ENSG00000254681","PKD1P5",1009,986
"ENSG00000254682","AP002387.1",88,85
"ENSG00000254683","SNRPCP6",0,0
"ENSG00000254684","AP002803.1",2,2
"ENSG00000254685","FPGT",341,308
"ENSG00000254686","AL138812.1",0,0
"ENSG00000254687","AC009646.2",20,20
"ENSG00000254688","AC013549.3",1,1
"ENSG00000254689","LINC02235",2,23
"ENSG00000254690","AC233992.1",0,0
"ENSG00000254691","AP002812.3",71,71
"ENSG00000254692","AL136295.1",2,0
"ENSG00000254693","AC010768.1",25,14
"ENSG00000254694","AP001893.1",68,68
"ENSG00000254695","AC087379.2",0,0
"ENSG00000254697","COPS8P3",2,2
"ENSG00000254698","AP000893.2",3,3
"ENSG00000254699","LINC02695",0,0
"ENSG00000254700","DEFB131C",0,0
"ENSG00000254701","AC138866.1",5,5
"ENSG00000254702","AP002353.1",0,0
"ENSG00000254703","SENCR",184,177
"ENSG00000254704","AP002358.2",2,2
"ENSG00000254705","AP000722.1",1,1
"ENSG00000254706","AL512785.2",1,0
"ENSG00000254707","AC104237.1",0,0
"ENSG00000254708","MMADHCP2",40,39
"ENSG00000254709","IGLL5",1007,58
"ENSG00000254710","AP001970.1",2,2
"ENSG00000254712","AC087280.1",71,70
"ENSG00000254713","HNRNPA1P72",0,0
"ENSG00000254715","OR7E154P",0,0
"ENSG00000254717","GLYATL1P2",0,0
"ENSG00000254718","AL157756.1",12,12
"ENSG00000254719","AC080023.2",1,2
"ENSG00000254720","MRGPRX10P",0,0
"ENSG00000254721","AP000879.1",0,0
"ENSG00000254722","FAM8A2P",0,0
"ENSG00000254723","OR4A12P",0,0
"ENSG00000254724","OR7E10P",0,0
"ENSG00000254725","AC009643.1",0,0
"ENSG00000254726","MEX3A",208,196
"ENSG00000254727","PTP4A1P6",1,0
"ENSG00000254728","AC027369.3",0,0
"ENSG00000254730","AP002453.1",17,17
"ENSG00000254731","AP003059.1",15,15
"ENSG00000254732","AP001931.1",16,16
"ENSG00000254733","AP001831.1",4,2
"ENSG00000254734","AC107973.1",0,0
"ENSG00000254735","HMGB1P42",0,0
"ENSG00000254736","BRD9P1",0,0
"ENSG00000254737","OR10G4",0,1
"ENSG00000254738","MRGPRX11P",0,0
"ENSG00000254739","AC137894.1",111,108
"ENSG00000254740","AP003396.3",0,0
"ENSG00000254741","AC067930.1",0,0
"ENSG00000254743","OR10V3P",5,5
"ENSG00000254744","AC084855.1",1,0
"ENSG00000254746","AC103855.2",1,2
"ENSG00000254747","MTND4LP18",4,4
"ENSG00000254748","HNRNPCP8",1,1
"ENSG00000254749","OR5BD1P",0,0
"ENSG00000254750","CASP1P2",2,2
"ENSG00000254751","TRIM64DP",0,0
"ENSG00000254752","OR5M2P",0,0
"ENSG00000254753","AC022690.2",0,0
"ENSG00000254754","AC013799.1",0,0
"ENSG00000254755","AP001189.2",0,0
"ENSG00000254756","AP001107.6",5,5
"ENSG00000254757","AC127526.1",4,3
"ENSG00000254758","AP000889.1",0,0
"ENSG00000254759","NAP1L1P1",12,11
"ENSG00000254760","AC008750.1",22,8
"ENSG00000254762","AP001107.7",1,1
"ENSG00000254764","TRIM53CP",0,0
"ENSG00000254765","AC011092.1",0,0
"ENSG00000254767","OR2AL1P",0,0
"ENSG00000254768","AC104009.1",0,0
"ENSG00000254769","OR4A4P",0,0
"ENSG00000254770","OR4D7P",0,0
"ENSG00000254771","AP001893.2",4,4
"ENSG00000254772","EEF1G",42,0
"ENSG00000254775","AC021393.1",0,1
"ENSG00000254776","PRR23D3P",0,0
"ENSG00000254777","AC022182.1",29,26
"ENSG00000254779","EGLN1P1",0,0
"ENSG00000254780","AC023232.1",1,1
"ENSG00000254781","GVINP2",25,24
"ENSG00000254783","AP003084.1",148,147
"ENSG00000254784","LRRC6P1",0,0
"ENSG00000254785","AP005435.3",0,0
"ENSG00000254786","AP001636.1",37,37
"ENSG00000254787","AP001825.1",0,0
"ENSG00000254788","CKLF-CMTM1",27,2
"ENSG00000254789","AC073172.1",0,0
"ENSG00000254790","AP000842.1",1,1
"ENSG00000254791","FAR1-IT1",63,63
"ENSG00000254792","AP003716.1",0,0
"ENSG00000254793","FDPSP4",1,1
"ENSG00000254794","AP000676.1",0,0
"ENSG00000254795","OR5AP1P",0,0
"ENSG00000254796","AC134684.1",0,0
"ENSG00000254798","TFAMP2",0,0
"ENSG00000254799","SLC25A47P1",0,0
"ENSG00000254800","AP006587.1",0,0
"ENSG00000254801","AC084851.1",0,0
"ENSG00000254802","AC022182.2",34,16
"ENSG00000254803","AP004607.2",0,0
"ENSG00000254804","AP006437.1",0,0
"ENSG00000254805","SNRPCP14",0,0
"ENSG00000254806","SYS1-DBNDD2",3,3
"ENSG00000254807","OR10AK1P",0,0
"ENSG00000254810","AP001189.3",4,4
"ENSG00000254811","AP002001.1",0,0
"ENSG00000254812","AC067930.2",4,4
"ENSG00000254813","AC123777.1",1,1
"ENSG00000254814","AP003031.1",10,8
"ENSG00000254815","LMNTD2-AS1",47,8
"ENSG00000254816","AC090857.1",0,0
"ENSG00000254817","AC107918.1",0,0
"ENSG00000254818","AP004607.3",0,0
"ENSG00000254819","ANO3-AS1",0,0
"ENSG00000254820","AC107882.1",0,0
"ENSG00000254821","AL136309.3",2,2
"ENSG00000254822","AC023442.2",0,0
"ENSG00000254823","LINC02727",0,2
"ENSG00000254824","AP003461.1",2,2
"ENSG00000254825","OR9G2P",0,0
"ENSG00000254826","AP001922.3",26,26
"ENSG00000254827","SLC22A18AS",7,9
"ENSG00000254828","AP005597.1",0,0
"ENSG00000254829","AP003032.2",0,0
"ENSG00000254830","AP002428.1",0,0
"ENSG00000254831","KRT18P58",0,0
"ENSG00000254832","OR4A40P",0,0
"ENSG00000254833","AP001893.3",1,1
"ENSG00000254834","OR5M10",0,0
"ENSG00000254835","RNF185-AS1",0,0
"ENSG00000254836","AL035078.3",0,0
"ENSG00000254837","AP001372.2",83,70
"ENSG00000254838","GVINP1",1885,1852
"ENSG00000254839","AF131215.3",14,14
"ENSG00000254840","AC024405.2",0,0
"ENSG00000254841","OR4V1P",0,0
"ENSG00000254842","LINC02551",12,12
"ENSG00000254843","XIAPP2",10,10
"ENSG00000254844","AP000757.2",2,1
"ENSG00000254846","AL355075.1",6,6
"ENSG00000254847","AC009806.1",1,1
"ENSG00000254848","OR5BN1P",0,0
"ENSG00000254850","AC004923.2",0,0
"ENSG00000254851","AP005018.2",3,2
"ENSG00000254852","NPIPA2",0,1
"ENSG00000254853","AP004247.1",0,0
"ENSG00000254854","AP003390.1",4,4
"ENSG00000254855","AP001107.8",5,4
"ENSG00000254856","NDUFA3P2",64,63
"ENSG00000254857","MRGPRX12P",0,0
"ENSG00000254858","MPV17L2",110,107
"ENSG00000254859","AC067930.3",229,33
"ENSG00000254860","TMEM9B-AS1",289,579
"ENSG00000254861","AC100768.1",0,0
"ENSG00000254862","LGR4-AS1",14,14
"ENSG00000254863","LINC02744",0,0
"ENSG00000254864","AC107884.2",1,1
"ENSG00000254865","AC100763.1",37,36
"ENSG00000254866","DEFB109D",30,25
"ENSG00000254867","AP006287.1",13,12
"ENSG00000254870","ATP6V1G2-DDX39B",0,0
"ENSG00000254871","AC024475.2",0,0
"ENSG00000254872","LINC02688",12,12
"ENSG00000254873","AP001267.1",16,12
"ENSG00000254874","AP003171.1",0,0
"ENSG00000254876","SUGT1P4-STRA6LP",166,114
"ENSG00000254877","AP001636.2",20,20
"ENSG00000254878","AC103794.1",2,2
"ENSG00000254879","PTPRJ-AS1",35,35
"ENSG00000254880","PKNOX2-AS1",0,0
"ENSG00000254883","AP003385.2",0,0
"ENSG00000254884","PRR13P2",48,48
"ENSG00000254885","AP001547.1",0,0
"ENSG00000254887","AC010247.1",41,41
"ENSG00000254888","AP000827.1",0,0
"ENSG00000254889","AC084121.1",0,0
"ENSG00000254890","AP003049.1",0,0
"ENSG00000254891","OR4A9P",0,0
"ENSG00000254892","AP003396.4",0,0
"ENSG00000254893","AC113404.3",31,32
"ENSG00000254894","NAV2-AS1",0,0
"ENSG00000254895","MTCO3P15",0,0
"ENSG00000254896","OPCML-IT1",0,1
"ENSG00000254897","AP003035.1",3,3
"ENSG00000254898","AC087362.1",37,36
"ENSG00000254900","AC091053.2",23,22
"ENSG00000254901","BORCS8",890,781
"ENSG00000254902","ANO1-AS1",0,0
"ENSG00000254903","OR8L1P",0,0
"ENSG00000254905","AP001318.1",4,1
"ENSG00000254906","AC090707.1",0,0
"ENSG00000254907","AC087276.2",26,19
"ENSG00000254909","AP003392.2",41,40
"ENSG00000254910","AC136475.2",28,29
"ENSG00000254911","SCARNA9",214,5
"ENSG00000254912","AC135983.3",31,18
"ENSG00000254913","AC239802.1",0,0
"ENSG00000254914","AC109810.1",0,0
"ENSG00000254915","AP003168.1",14,14
"ENSG00000254916","AP004607.4",0,0
"ENSG00000254917","OR7E15P",0,0
"ENSG00000254919","AC090692.1",0,0
"ENSG00000254920","AC027369.4",0,0
"ENSG00000254921","AC116456.1",0,0
"ENSG00000254923","AC130366.1",20,20
"ENSG00000254924","AP000867.2",8,8
"ENSG00000254925","OR4C9P",0,0
"ENSG00000254926","AP000445.2",0,0
"ENSG00000254927","AC027779.1",0,0
"ENSG00000254928","AP001372.3",0,0
"ENSG00000254929","AL591684.2",48,5
"ENSG00000254930","LINC02545",0,0
"ENSG00000254931","MTATP6P15",0,0
"ENSG00000254932","AP001007.1",0,0
"ENSG00000254933","AP000785.1",3,1
"ENSG00000254934","LINC00678",9,9
"ENSG00000254935","AP002469.1",0,0
"ENSG00000254936","AF131215.4",123,123
"ENSG00000254937","AP000916.1",0,0
"ENSG00000254938","AP002833.1",0,0
"ENSG00000254939","AP003038.1",19,19
"ENSG00000254940","OR4A19P",0,0
"ENSG00000254941","AP000866.4",2,0
"ENSG00000254942","AL355310.3",0,0
"ENSG00000254943","AP003501.2",0,0
"ENSG00000254944","ATP5PBP5",12,0
"ENSG00000254946","LINC02751",1,1
"ENSG00000254947","OR8K4P",0,0
"ENSG00000254948","OR7E158P",0,0
"ENSG00000254949","GNG5P3",1,1
"ENSG00000254951","AC044810.2",0,0
"ENSG00000254952","LINC02705",7,7
"ENSG00000254953","AP001803.1",0,0
"ENSG00000254954","SLC2A13P1",0,0
"ENSG00000254957","AC111188.1",1,1
"ENSG00000254959","INMT-MINDY4",0,0
"ENSG00000254960","KIRREL3-AS2",0,0
"ENSG00000254961","TUBB4BP4",0,0
"ENSG00000254963","AP001972.2",0,0
"ENSG00000254964","AP001458.1",13,7
"ENSG00000254965","C1DP5",1,1
"ENSG00000254966","AC103974.1",11,3
"ENSG00000254968","LINC02763",5,8
"ENSG00000254971","AP003122.2",1,1
"ENSG00000254972","AP003498.1",3,3
"ENSG00000254973","AC105219.3",1,1
"ENSG00000254974","AP001372.4",3,2
"ENSG00000254975","AP001189.4",0,0
"ENSG00000254976","OR8B7P",0,0
"ENSG00000254978","ALG1L9P",7,7
"ENSG00000254979","AP000781.2",7,6
"ENSG00000254980","AP002008.1",0,0
"ENSG00000254983","AC025300.1",1,1
"ENSG00000254984","FTLP6",11,11
"ENSG00000254985","RSF1-IT2",27,27
"ENSG00000254986","DPP3",1186,1040
"ENSG00000254987","AP002989.1",0,0
"ENSG00000254988","AP002498.1",23,23
"ENSG00000254989","AP001999.1",0,0
"ENSG00000254990","AP001781.1",6,6
"ENSG00000254991","AC124276.1",0,0
"ENSG00000254992","AP001582.1",0,0
"ENSG00000254993","TRIM77BP",0,0
"ENSG00000254995","STX16-NPEPL1",148,76
"ENSG00000254996","ANKHD1-EIF4EBP3",688,461
"ENSG00000254997","KRTAP5-9",6,6
"ENSG00000254999","BRK1",1363,1348
"ENSG00000255000","AC139103.1",4,4
"ENSG00000255001","AC109635.1",0,0
"ENSG00000255002","LINC02324",2,6
"ENSG00000255003","CYCSP28",2,2
"ENSG00000255004","SLC1A2-AS1",0,0
"ENSG00000255005","AP003128.1",3,3
"ENSG00000255006","ELOCP22",0,0
"ENSG00000255007","LINC02489",0,0
"ENSG00000255008","LINC02739",3,5
"ENSG00000255009","UBTFL1",0,0
"ENSG00000255010","COX5BP4",2,0
"ENSG00000255011","AP004607.5",0,0
"ENSG00000255012","OR5M1",0,0
"ENSG00000255014","ARL6IP1P3",6,5
"ENSG00000255015","AP000755.1",0,0
"ENSG00000255016","AC107918.2",0,0
"ENSG00000255018","AC022878.1",0,0
"ENSG00000255019","OR5D15P",0,0
"ENSG00000255020","AF131216.3",1,1
"ENSG00000255021","AC093496.1",0,0
"ENSG00000255022","AP000676.2",0,0
"ENSG00000255025","AF228730.3",0,0
"ENSG00000255026","AC136475.3",200,196
"ENSG00000255027","AP000842.2",0,0
"ENSG00000255028","AP003049.2",0,0
"ENSG00000255029","AC110058.1",0,0
"ENSG00000255030","OR8B5P",0,0
"ENSG00000255031","AP002807.1",218,144
"ENSG00000255032","TSPAN18-AS1",2,2
"ENSG00000255033","SERPINA15P",0,0
"ENSG00000255035","SDHCP4",1,1
"ENSG00000255036","STRA6LP",62,11
"ENSG00000255037","AC136443.2",0,0
"ENSG00000255038","AP006287.2",2,1
"ENSG00000255039","LINC02553",0,0
"ENSG00000255040","MORF4L1P3",156,155
"ENSG00000255041","AC103855.3",1,1
"ENSG00000255042","AC109635.2",0,0
"ENSG00000255043","NAV2-AS5",6,6
"ENSG00000255045","AP000866.5",11,8
"ENSG00000255046","AC069185.1",11,9
"ENSG00000255047","HNRNPRP2",0,0
"ENSG00000255048","OR8X1P",0,0
"ENSG00000255050","AC067930.4",215,209
"ENSG00000255051","BCAS2P1",0,0
"ENSG00000255052","FAM66D",46,279
"ENSG00000255053","OR4A44P",0,0
"ENSG00000255054","AL020996.2",0,0
"ENSG00000255055","MTND1P35",0,0
"ENSG00000255057","AP003041.1",4,4
"ENSG00000255058","PDCL2P2",0,0
"ENSG00000255059","PPIAP43",2,2
"ENSG00000255060","AC009656.1",9,9
"ENSG00000255062","AP001318.2",33,29
"ENSG00000255063","RBMXP3",3,3
"ENSG00000255065","AP002001.2",0,0
"ENSG00000255067","AC013549.4",0,0
"ENSG00000255070","OSBPL9P3",0,0
"ENSG00000255071","SAA2-SAA4",0,0
"ENSG00000255072","PIGY",0,0
"ENSG00000255073","ZFP91-CNTF",2,0
"ENSG00000255074","AC018523.1",10,9
"ENSG00000255075","CENPUP1",0,0
"ENSG00000255076","AC084838.1",0,0
"ENSG00000255077","OR4X7P",0,0
"ENSG00000255078","OR4A6P",0,0
"ENSG00000255079","LINC02704",0,0
"ENSG00000255081","AP003168.2",22,22
"ENSG00000255082","GRM5-AS1",0,0
"ENSG00000255083","OR5AK1P",0,0
"ENSG00000255084","AP003110.1",6,6
"ENSG00000255085","AF186192.2",0,0
"ENSG00000255086","AC024341.1",1,1
"ENSG00000255087","AP001993.1",0,0
"ENSG00000255088","AC013828.1",0,0
"ENSG00000255089","AC136475.4",1,0
"ENSG00000255091","AC087442.1",1,0
"ENSG00000255092","AC010768.2",72,72
"ENSG00000255093","AP002008.2",0,0
"ENSG00000255094","AC090159.1",3,3
"ENSG00000255095","OR1D4",0,0
"ENSG00000255096","OR5B10P",0,0
"ENSG00000255097","AP006259.1",90,86
"ENSG00000255099","AC023245.2",0,0
"ENSG00000255100","AP003119.2",0,0
"ENSG00000255101","AC103843.1",0,0
"ENSG00000255102","AP005436.1",0,0
"ENSG00000255104","AC005324.3",1,0
"ENSG00000255105","PTMAP15",0,0
"ENSG00000255106","AC010768.3",0,0
"ENSG00000255107","AC079089.2",15,15
"ENSG00000255108","AP006621.1",24,1
"ENSG00000255109","LINC02740",0,0
"ENSG00000255110","AP005597.2",0,0
"ENSG00000255111","AP006587.2",0,0
"ENSG00000255112","CHMP1B",1409,1093
"ENSG00000255113","OR4A48P",0,0
"ENSG00000255114","AP003392.3",0,0
"ENSG00000255115","AP002812.4",12,12
"ENSG00000255116","SLC5A4P1",0,0
"ENSG00000255117","LINC02546",0,0
"ENSG00000255118","AP003306.2",1,1
"ENSG00000255119","AP003385.3",0,0
"ENSG00000255120","OVOL1-AS1",0,0
"ENSG00000255121","CENATAC-DT",195,194
"ENSG00000255122","AC068587.2",117,47
"ENSG00000255123","MTND5P21",0,0
"ENSG00000255126","AP003064.1",0,0
"ENSG00000255127","AP003171.2",0,0
"ENSG00000255128","HSPD1P3",0,0
"ENSG00000255129","AP000880.1",2,2
"ENSG00000255130","AC022874.1",19,17
"ENSG00000255131","OR9L1P",0,0
"ENSG00000255132","AC090138.1",0,0
"ENSG00000255133","LINC02721",0,0
"ENSG00000255134","OR8K2P",0,0
"ENSG00000255135","AP002360.1",59,60
"ENSG00000255136","AP001972.3",0,2
"ENSG00000255138","GLTPP1",0,0
"ENSG00000255139","AP000442.1",42,32
"ENSG00000255140","OR5BN2P",0,0
"ENSG00000255141","HNRNPA1P76",146,146
"ENSG00000255142","AP006621.2",22,22
"ENSG00000255143","AP000879.2",1,0
"ENSG00000255144","AC025857.1",0,0
"ENSG00000255145","STX17-AS1",7,28
"ENSG00000255146","AP004247.2",0,0
"ENSG00000255147","AP003385.4",0,0
"ENSG00000255148","AC239802.2",0,0
"ENSG00000255149","AP002963.1",0,0
"ENSG00000255150","EID3",228,220
"ENSG00000255151","GLYATL1B",19,19
"ENSG00000255152","MSH5-SAPCD1",128,77
"ENSG00000255153","TOLLIP-AS1",22,22
"ENSG00000255154","HTD2",38,35
"ENSG00000255155","AP004371.1",0,0
"ENSG00000255156","RNY1P9",12,12
"ENSG00000255157","DEFB130C",6,6
"ENSG00000255158","AC131934.1",200,199
"ENSG00000255159","AC026894.1",19,19
"ENSG00000255160","AC009652.1",0,0
"ENSG00000255161","AC113192.2",0,0
"ENSG00000255162","AP004833.2",0,0
"ENSG00000255163","HSPE1P18",4,4
"ENSG00000255164","AF235103.1",20,19
"ENSG00000255165","AC134775.1",11,11
"ENSG00000255166","AC022616.7",1,1
"ENSG00000255167","AC090857.2",0,0
"ENSG00000255169","LINC02722",0,0
"ENSG00000255170","AP003122.3",0,0
"ENSG00000255171","LINC01499",0,0
"ENSG00000255172","OR5AM1P",0,0
"ENSG00000255173","AP003068.3",0,0
"ENSG00000255174","AC107918.3",0,0
"ENSG00000255175","LINC02759",0,0
"ENSG00000255176","AP000941.1",3,3
"ENSG00000255177","MUC5B-AS1",0,0
"ENSG00000255178","LINC02720",0,0
"ENSG00000255179","AC027804.1",0,0
"ENSG00000255181","CCDC166",1,1
"ENSG00000255182","AC084125.2",402,197
"ENSG00000255183","LINC02711",1,1
"ENSG00000255184","AP004607.6",0,0
"ENSG00000255185","PDXDC2P",22,16
"ENSG00000255186","AC087277.2",8,8
"ENSG00000255187","LINC02748",0,0
"ENSG00000255188","AP003327.1",0,0
"ENSG00000255189","GLYATL1P1",76,75
"ENSG00000255190","TRIM51DP",0,0
"ENSG00000255191","AP003555.2",0,0
"ENSG00000255192","NANOGP8",0,3
"ENSG00000255193","LINC02726",0,0
"ENSG00000255196","OR4A17P",0,0
"ENSG00000255197","AC090559.1",1807,3805
"ENSG00000255198","SNHG9",27,19
"ENSG00000255199","GTF2IP11",1,0
"ENSG00000255200","PGAM1P8",37,48
"ENSG00000255201","AC087623.1",8,0
"ENSG00000255202","AL049629.1",0,0
"ENSG00000255203","OR7E2P",0,0
"ENSG00000255204","AC036111.2",0,0
"ENSG00000255205","MED28P5",0,0
"ENSG00000255206","AC011853.2",0,0
"ENSG00000255207","AL133399.1",0,0
"ENSG00000255209","AP001978.1",0,0
"ENSG00000255210","AP001889.1",2,0
"ENSG00000255211","AC130365.1",1,1
"ENSG00000255213","NPM1P35",1,1
"ENSG00000255214","AP006587.3",0,0
"ENSG00000255215","OR4R1P",0,0
"ENSG00000255216","AP001360.1",0,0
"ENSG00000255217","OR5J7P",0,0
"ENSG00000255218","OR5BC1P",0,0
"ENSG00000255219","AP000755.2",0,0
"ENSG00000255220","DDX18P5",104,103
"ENSG00000255221","CARD17",4,3
"ENSG00000255222","SETP17",38,35
"ENSG00000255223","OR5M11",0,0
"ENSG00000255224","AC109322.1",51,33
"ENSG00000255225","OR8B6P",0,0
"ENSG00000255226","LINC02690",0,1
"ENSG00000255227","AC090124.1",2,2
"ENSG00000255229","AC069287.3",1,1
"ENSG00000255230","AC004923.3",0,0
"ENSG00000255231","MRPS36P4",0,0
"ENSG00000255232","AC087441.3",19,19
"ENSG00000255233","AP003969.1",1,1
"ENSG00000255234","AP000446.1",7,6
"ENSG00000255235","AP005435.4",0,0
"ENSG00000255236","AP002992.1",5,10
"ENSG00000255237","AC138230.1",8,8
"ENSG00000255238","RFPL4AP1",0,0
"ENSG00000255239","TREHP1",0,0
"ENSG00000255240","AP001636.3",87,91
"ENSG00000255241","AP005436.2",2,2
"ENSG00000255244","AC023078.1",0,0
"ENSG00000255245","FXYD6-FXYD2",0,0
"ENSG00000255246","AP000793.1",0,0
"ENSG00000255247","NECTIN1-AS1",1,1
"ENSG00000255248","MIR100HG",16,26
"ENSG00000255250","AP003059.2",3,6
"ENSG00000255251","PRR23D1",0,0
"ENSG00000255252","AL078612.1",0,0
"ENSG00000255253","AC068587.3",0,0
"ENSG00000255254","HIGD1AP5",0,0
"ENSG00000255255","PPP1R1AP1",11,11
"ENSG00000255256","AL136146.2",4,4
"ENSG00000255258","LINC02743",0,0
"ENSG00000255259","ZNF123P",0,0
"ENSG00000255260","KC877392.1",0,0
"ENSG00000255261","OR7E4P",0,0
"ENSG00000255262","ELOBP2",1,0
"ENSG00000255265","TMA16P1",1,1
"ENSG00000255266","AP003484.1",0,0
"ENSG00000255267","LINC02687",0,0
"ENSG00000255268","AC130364.2",0,0
"ENSG00000255269","LINC02710",0,1
"ENSG00000255270","NAV2-IT1",1,1
"ENSG00000255271","AL137224.1",0,0
"ENSG00000255272","AC113192.3",0,0
"ENSG00000255273","AF238378.1",0,0
"ENSG00000255274","SMIM35",14,134
"ENSG00000255276","RRM1-AS1",3,3
"ENSG00000255277","ABCC6P2",0,0
"ENSG00000255279","AC023442.3",0,0
"ENSG00000255280","AP001922.4",3,3
"ENSG00000255281","AC090124.2",1,1
"ENSG00000255282","WTAPP1",0,0
"ENSG00000255283","AP005597.3",0,0
"ENSG00000255284","AP006621.3",73,98
"ENSG00000255285","AP004833.3",0,0
"ENSG00000255286","AP000907.1",3,3
"ENSG00000255287","SNRPGP16",0,0
"ENSG00000255288","AL358944.2",0,0
"ENSG00000255289","AC068389.2",1,1
"ENSG00000255291","HMGB1P40",4,3
"ENSG00000255292","AP002884.2",2,0
"ENSG00000255293","WIZP1",3,3
"ENSG00000255294","OR4A50P",0,0
"ENSG00000255295","H3P34",0,0
"ENSG00000255296","AP002490.2",13,12
"ENSG00000255297","OR4A41P",0,0
"ENSG00000255298","OR8G5",0,0
"ENSG00000255299","AP003557.1",15,15
"ENSG00000255300","LINC02745",0,0
"ENSG00000255301","AP002893.1",0,0
"ENSG00000255302","EID1",1924,1905
"ENSG00000255303","OR5BA1P",0,2
"ENSG00000255304","OR4A46P",0,0
"ENSG00000255305","AP004607.7",0,0
"ENSG00000255306","AC004923.4",43,42
"ENSG00000255307","OR52B2",5,5
"ENSG00000255308","CSRP3-AS1",1,0
"ENSG00000255309","AC131935.1",1,1
"ENSG00000255310","AF131215.5",357,348
"ENSG00000255311","DLG2-AS2",2,2
"ENSG00000255312","OR4C7P",0,0
"ENSG00000255313","AC100858.1",0,0
"ENSG00000255314","AC024475.3",0,2
"ENSG00000255315","OR8A3P",0,0
"ENSG00000255316","MTND6P25",5,5
"ENSG00000255317","AP002833.2",0,0
"ENSG00000255319","ENPP7P8",8,8
"ENSG00000255320","AP000759.1",191,187
"ENSG00000255321","AC068389.3",67,66
"ENSG00000255323","LINC01495",0,0
"ENSG00000255325","AC108136.1",4,4
"ENSG00000255326","AP001922.5",1,1
"ENSG00000255327","LINC02697",0,0
"ENSG00000255328","AC136475.5",43,35
"ENSG00000255329","H2AZP4",44,44
"ENSG00000255330","AL096711.2",15,0
