"","GTExN7MScountsPUBLISHED","GTExN7MScountsREPROCESSED","GTExNFK9countsPUBLISHED","GTExNFK9countsREPROCESSED","GTExO5YTcountsPUBLISHED","GTExO5YTcountsREPROCESSED"
"ENSG00000252595",0,0,0,0,0,0
"ENSG00000252597",0,0,0,0,0,0
"ENSG00000252598",0,0,0,0,0,0
"ENSG00000252599",0,0,0,0,0,0
"ENSG00000252601",0,0,0,0,0,0
"ENSG00000252603",0,0,0,0,0,0
"ENSG00000252604",0,0,0,0,0,0
"ENSG00000252606",0,1,0,0,0,0
"ENSG00000252607",0,0,0,0,0,0
"ENSG00000252608",0,0,0,0,0,0
"ENSG00000252611",0,0,0,0,0,0
"ENSG00000252612",0,0,0,0,0,0
"ENSG00000252614",1,6,0,0,0,1
"ENSG00000252615",0,0,0,0,0,0
"ENSG00000252618",0,0,1,0,0,0
"ENSG00000252619",0,2,0,0,0,0
"ENSG00000252620",3,8,0,0,0,0
"ENSG00000252621",0,0,0,0,0,0
"ENSG00000252622",0,0,0,0,0,0
"ENSG00000252623",0,0,0,0,0,0
"ENSG00000252624",0,0,0,0,0,0
"ENSG00000252625",0,0,0,0,0,0
"ENSG00000252626",0,0,0,0,0,0
"ENSG00000252627",0,2,0,0,0,0
"ENSG00000252628",0,0,0,0,0,0
"ENSG00000252633",0,0,0,0,0,0
"ENSG00000252634",0,0,0,0,0,0
"ENSG00000252635",0,0,0,0,0,0
"ENSG00000252636",0,0,0,0,0,0
"ENSG00000252637",0,0,0,0,0,0
"ENSG00000252639",0,0,0,0,0,0
"ENSG00000252640",0,0,0,0,0,0
"ENSG00000252641",0,0,0,0,0,0
"ENSG00000252642",0,0,0,0,0,0
"ENSG00000252643",0,2,0,0,0,0
"ENSG00000252644",0,0,0,0,0,0
"ENSG00000252647",0,0,0,0,0,0
"ENSG00000252649",0,0,0,0,0,0
"ENSG00000252650",0,0,0,0,0,0
"ENSG00000252651",0,0,0,0,0,0
"ENSG00000252652",0,0,0,0,0,0
"ENSG00000252653",0,0,0,0,0,0
"ENSG00000252654",0,0,0,0,0,0
"ENSG00000252655",0,0,0,0,0,0
"ENSG00000252656",0,0,0,0,0,0
"ENSG00000252657",0,2,0,0,0,0
"ENSG00000252658",0,0,0,0,0,0
"ENSG00000252659",0,0,0,0,0,0
"ENSG00000252660",0,0,0,0,0,0
"ENSG00000252661",0,0,0,0,0,0
"ENSG00000252667",0,0,0,0,0,0
"ENSG00000252671",0,0,0,0,0,0
"ENSG00000252673",0,0,0,0,0,0
"ENSG00000252674",0,0,0,0,0,0
"ENSG00000252677",0,0,0,0,0,0
"ENSG00000252680",5,10,0,0,2,4
"ENSG00000252681",0,0,0,0,0,0
"ENSG00000252682",0,0,0,0,0,0
"ENSG00000252684",0,0,0,0,0,0
"ENSG00000252685",0,0,0,0,0,0
"ENSG00000252686",0,0,0,0,0,0
"ENSG00000252688",0,0,0,0,0,0
"ENSG00000252689",0,0,0,0,0,0
"ENSG00000252691",0,0,0,0,0,0
"ENSG00000252692",0,0,0,0,0,0
"ENSG00000252693",0,0,0,0,0,0
"ENSG00000252695",0,0,0,0,0,0
"ENSG00000252696",0,0,0,0,0,0
"ENSG00000252697",0,0,0,0,0,0
"ENSG00000252699",4,0,0,0,0,0
"ENSG00000252700",0,0,0,0,0,0
"ENSG00000252704",0,0,0,0,0,0
"ENSG00000252705",0,0,0,0,0,0
"ENSG00000252707",0,0,0,0,0,0
"ENSG00000252710",0,0,0,0,0,0
"ENSG00000252711",0,0,0,0,0,0
"ENSG00000252712",1,1,0,0,0,0
"ENSG00000252713",0,1,0,0,0,0
"ENSG00000252716",0,0,0,0,0,0
"ENSG00000252717",0,0,0,0,0,0
"ENSG00000252718",0,0,0,0,0,0
"ENSG00000252719",0,0,0,0,0,0
"ENSG00000252720",0,0,0,0,0,0
"ENSG00000252721",0,0,0,0,0,0
"ENSG00000252722",0,0,0,0,0,0
"ENSG00000252723",0,0,0,0,0,0
"ENSG00000252724",0,0,0,0,0,0
"ENSG00000252725",0,0,0,0,0,0
"ENSG00000252726",0,0,0,0,0,0
"ENSG00000252727",0,0,0,0,0,0
"ENSG00000252729",0,0,0,0,0,0
"ENSG00000252734",0,0,0,0,0,0
"ENSG00000252735",0,0,0,0,0,0
"ENSG00000252739",0,0,0,0,0,0
"ENSG00000252742",0,0,0,0,0,0
"ENSG00000252743",0,3,2,2,0,2
"ENSG00000252744",0,0,0,0,0,0
"ENSG00000252745",0,0,0,0,0,0
"ENSG00000252746",0,0,0,0,0,0
"ENSG00000252747",0,0,0,0,0,0
"ENSG00000252749",0,0,0,0,0,0
"ENSG00000252750",0,1,0,0,0,0
"ENSG00000252751",0,0,0,0,0,0
"ENSG00000252752",0,0,0,0,0,0
"ENSG00000252755",0,0,0,0,0,0
"ENSG00000252756",0,0,0,0,0,0
"ENSG00000252757",0,0,0,0,0,0
"ENSG00000252758",0,0,0,0,0,0
"ENSG00000252759",3,31,1,1,0,0
"ENSG00000252760",0,0,0,0,0,0
"ENSG00000252761",0,0,0,0,0,0
"ENSG00000252762",0,0,0,0,0,0
"ENSG00000252763",0,0,0,0,0,0
"ENSG00000252764",0,0,0,0,0,0
"ENSG00000252765",0,0,0,0,0,0
"ENSG00000252766",0,0,0,0,0,0
"ENSG00000252767",0,0,0,0,0,0
"ENSG00000252768",0,4,0,0,0,4
"ENSG00000252769",0,0,0,0,0,0
"ENSG00000252770",0,0,0,0,0,0
"ENSG00000252772",0,0,0,0,0,0
"ENSG00000252774",0,0,0,0,0,0
"ENSG00000252776",0,0,0,0,0,0
"ENSG00000252777",0,0,0,0,0,0
"ENSG00000252778",0,0,0,0,0,0
"ENSG00000252779",0,0,0,0,0,0
"ENSG00000252780",0,0,0,0,0,0
"ENSG00000252782",0,3,0,2,0,0
"ENSG00000252783",0,0,0,0,0,0
"ENSG00000252784",0,0,0,0,0,0
"ENSG00000252794",0,0,0,0,0,0
"ENSG00000252795",0,0,0,0,0,0
"ENSG00000252796",0,0,0,0,0,0
"ENSG00000252797",0,1,0,0,0,0
"ENSG00000252798",0,0,0,0,0,0
"ENSG00000252800",0,0,0,0,0,0
"ENSG00000252802",0,0,0,0,0,0
"ENSG00000252804",0,0,0,0,0,0
"ENSG00000252806",0,0,0,0,0,0
"ENSG00000252807",0,0,0,0,0,0
"ENSG00000252810",0,0,0,0,0,0
"ENSG00000252812",0,0,0,0,0,0
"ENSG00000252814",0,0,0,0,0,0
"ENSG00000252815",0,0,0,0,0,0
"ENSG00000252816",0,0,0,0,0,0
"ENSG00000252820",0,0,0,0,0,0
"ENSG00000252821",0,0,0,0,0,0
"ENSG00000252822",0,0,0,0,0,0
"ENSG00000252823",0,0,0,0,0,0
"ENSG00000252824",0,0,0,0,0,0
"ENSG00000252826",0,0,0,0,0,0
"ENSG00000252827",0,0,0,0,0,0
"ENSG00000252828",0,0,0,0,0,0
"ENSG00000252830",0,0,0,0,0,0
"ENSG00000252832",0,0,0,0,0,0
"ENSG00000252833",0,0,0,0,0,0
"ENSG00000252835",1,4,6,10,0,0
"ENSG00000252837",0,0,0,0,0,0
"ENSG00000252839",0,0,0,0,0,0
"ENSG00000252840",0,0,0,0,0,0
"ENSG00000252845",0,0,0,0,0,0
"ENSG00000252847",0,0,0,0,0,0
"ENSG00000252848",0,0,0,0,0,0
"ENSG00000252850",0,0,0,0,0,0
"ENSG00000252852",0,0,0,0,0,0
"ENSG00000252854",0,0,0,0,0,0
"ENSG00000252856",0,0,0,0,0,0
"ENSG00000252857",0,0,0,0,0,0
"ENSG00000252858",0,0,0,0,0,0
"ENSG00000252859",0,2,0,0,0,2
"ENSG00000252860",0,0,0,0,0,0
"ENSG00000252861",0,0,0,0,0,0
"ENSG00000252863",0,0,0,0,0,0
"ENSG00000252864",0,0,0,0,0,0
"ENSG00000252866",0,0,0,0,0,0
"ENSG00000252867",0,0,0,0,0,0
"ENSG00000252870",0,0,0,0,0,0
"ENSG00000252872",0,0,0,0,0,0
"ENSG00000252874",0,0,0,3,0,0
"ENSG00000252877",0,0,0,0,0,0
"ENSG00000252879",0,0,0,0,0,0
"ENSG00000252881",0,0,0,0,0,0
"ENSG00000252882",0,0,0,0,0,0
"ENSG00000252884",0,0,0,0,0,0
"ENSG00000252886",0,0,0,0,0,0
"ENSG00000252887",1,3,0,0,0,0
"ENSG00000252888",0,0,0,0,0,0
"ENSG00000252889",0,0,0,0,0,0
"ENSG00000252890",0,0,0,0,0,0
"ENSG00000252891",0,0,0,0,0,0
"ENSG00000252892",1,2,0,0,0,0
"ENSG00000252894",0,0,0,0,0,0
"ENSG00000252898",0,0,0,0,0,0
"ENSG00000252900",0,0,0,0,0,0
"ENSG00000252902",0,0,0,0,0,0
"ENSG00000252903",0,0,0,0,0,0
"ENSG00000252904",0,2,0,0,0,0
"ENSG00000252905",0,0,0,0,0,0
"ENSG00000252906",4,2,0,0,0,0
"ENSG00000252908",0,4,0,0,2,5
"ENSG00000252909",0,0,0,0,0,0
"ENSG00000252913",0,0,0,0,0,0
"ENSG00000252914",0,1,0,0,0,0
"ENSG00000252915",0,2,0,1,0,0
"ENSG00000252916",0,0,0,0,3,17
"ENSG00000252917",0,1,0,0,0,0
"ENSG00000252919",0,0,0,0,0,0
"ENSG00000252920",0,0,0,0,0,0
"ENSG00000252922",0,0,0,0,0,0
"ENSG00000252923",0,0,0,0,0,0
"ENSG00000252927",0,0,0,0,0,0
"ENSG00000252928",0,0,0,0,0,0
"ENSG00000252929",0,1,3,3,0,0
"ENSG00000252930",0,0,0,0,0,0
"ENSG00000252931",0,0,0,0,0,0
"ENSG00000252933",0,2,0,0,0,0
"ENSG00000252934",0,0,0,0,0,0
"ENSG00000252935",0,0,0,0,0,0
"ENSG00000252936",0,0,0,0,0,0
"ENSG00000252937",0,0,0,0,0,0
"ENSG00000252941",0,0,0,0,0,0
"ENSG00000252942",0,3,0,0,0,0
"ENSG00000252943",0,0,0,0,0,0
"ENSG00000252944",0,0,0,0,0,0
"ENSG00000252945",0,0,0,1,0,0
"ENSG00000252947",0,0,0,0,0,0
"ENSG00000252948",0,0,0,0,0,0
"ENSG00000252950",0,2,0,0,0,0
"ENSG00000252951",0,0,0,0,0,0
"ENSG00000252952",0,0,0,0,0,0
"ENSG00000252953",0,0,0,0,0,0
"ENSG00000252955",0,0,0,0,0,0
"ENSG00000252956",0,0,0,0,0,0
"ENSG00000252957",0,0,0,0,0,0
"ENSG00000252959",0,0,0,0,0,0
"ENSG00000252960",0,0,0,0,0,0
"ENSG00000252962",0,0,0,0,0,0
"ENSG00000252963",0,0,0,0,0,0
"ENSG00000252964",0,0,0,0,0,0
"ENSG00000252965",1,2,2,9,9,39
"ENSG00000252969",0,2,0,0,0,0
"ENSG00000252970",0,0,0,0,0,0
"ENSG00000252971",0,0,0,0,0,0
"ENSG00000252973",0,0,0,0,0,0
"ENSG00000252975",0,2,0,0,0,0
"ENSG00000252977",0,0,0,0,0,0
"ENSG00000252978",0,0,0,0,0,0
"ENSG00000252979",0,0,0,0,0,0
"ENSG00000252980",0,1,0,0,0,0
"ENSG00000252982",0,0,0,0,0,0
"ENSG00000252983",0,0,0,0,0,0
"ENSG00000252984",0,0,0,0,0,0
"ENSG00000252985",0,0,0,0,0,0
"ENSG00000252987",0,0,0,0,0,0
"ENSG00000252988",0,0,0,0,0,0
"ENSG00000252989",0,0,0,0,0,0
"ENSG00000252990",0,0,0,0,0,0
"ENSG00000252991",0,0,0,0,0,0
"ENSG00000252992",0,0,0,0,0,0
"ENSG00000252993",0,0,0,0,0,0
"ENSG00000252994",0,0,0,0,0,0
"ENSG00000252995",0,0,0,0,0,0
"ENSG00000252996",0,0,0,0,0,0
"ENSG00000252998",0,0,0,0,0,0
"ENSG00000252999",0,0,0,0,0,0
"ENSG00000253000",0,0,0,0,0,0
"ENSG00000253001",0,0,0,0,0,0
"ENSG00000253003",0,0,0,0,0,0
"ENSG00000253005",0,3,0,6,0,2
"ENSG00000253006",0,0,0,0,0,0
"ENSG00000253008",0,0,0,0,0,0
"ENSG00000253010",0,0,0,0,0,0
"ENSG00000253013",0,0,0,0,0,0
"ENSG00000253015",0,0,0,0,0,0
"ENSG00000253016",0,0,0,0,0,0
"ENSG00000253019",0,0,0,0,0,0
"ENSG00000253020",0,0,0,0,0,0
"ENSG00000253021",0,0,0,0,0,0
"ENSG00000253022",0,0,0,0,0,0
"ENSG00000253023",0,0,0,0,0,0
"ENSG00000253024",0,2,0,0,0,0
"ENSG00000253025",0,0,0,0,0,0
"ENSG00000253026",0,0,0,0,0,0
"ENSG00000253027",0,0,0,0,0,0
"ENSG00000253028",0,0,0,0,0,0
"ENSG00000253030",0,1,0,0,0,0
"ENSG00000253031",0,0,0,0,0,0
"ENSG00000253032",0,2,0,0,0,0
"ENSG00000253035",0,0,0,0,0,0
"ENSG00000253038",0,0,0,0,0,0
"ENSG00000253039",0,0,0,0,0,0
"ENSG00000253040",0,0,0,0,0,0
"ENSG00000253041",0,0,0,0,0,0
"ENSG00000253042",0,0,0,0,0,0
"ENSG00000253043",0,8,0,1,0,0
"ENSG00000253047",1,6,3,9,4,12
"ENSG00000253048",0,0,0,0,0,0
"ENSG00000253049",0,0,0,0,0,0
"ENSG00000253053",0,0,0,0,0,0
"ENSG00000253054",0,1,0,0,0,0
"ENSG00000253055",0,0,0,0,0,0
"ENSG00000253056",0,0,0,0,0,0
"ENSG00000253057",0,0,0,0,0,0
"ENSG00000253058",0,0,0,0,0,0
"ENSG00000253059",0,0,0,0,0,0
"ENSG00000253060",0,0,0,0,0,0
"ENSG00000253063",0,0,0,1,0,0
"ENSG00000253064",0,1,0,0,0,1
"ENSG00000253065",0,0,0,0,0,0
"ENSG00000253066",0,0,0,0,0,0
"ENSG00000253067",0,0,0,0,0,0
"ENSG00000253070",0,0,0,0,0,0
"ENSG00000253072",0,0,0,0,0,0
"ENSG00000253073",0,0,0,0,0,0
"ENSG00000253074",0,0,0,0,0,0
"ENSG00000253075",0,0,0,0,0,0
"ENSG00000253077",0,0,0,0,0,0
"ENSG00000253078",0,0,0,0,0,0
"ENSG00000253079",0,0,0,0,0,0
"ENSG00000253080",0,0,0,0,0,0
"ENSG00000253081",0,0,0,0,0,0
"ENSG00000253083",0,0,0,0,0,0
"ENSG00000253085",0,1,0,0,0,0
"ENSG00000253086",0,0,0,0,0,0
"ENSG00000253087",0,0,0,0,0,0
"ENSG00000253088",0,0,0,0,0,0
"ENSG00000253089",0,0,0,0,0,0
"ENSG00000253090",0,0,0,0,0,0
"ENSG00000253092",0,0,0,1,0,0
"ENSG00000253093",0,0,0,0,0,0
"ENSG00000253094",0,0,0,0,0,0
"ENSG00000253096",0,0,0,0,0,0
"ENSG00000253097",0,0,0,0,0,0
"ENSG00000253098",0,0,0,0,0,0
"ENSG00000253099",0,0,0,0,0,0
"ENSG00000253100",0,0,0,0,0,0
"ENSG00000253102",0,0,0,0,2,1
"ENSG00000253103",0,0,0,0,0,0
"ENSG00000253104",0,0,0,0,0,0
"ENSG00000253105",0,0,0,0,0,0
"ENSG00000253106",25,19,11,8,50,42
"ENSG00000253107",0,1,0,0,0,0
"ENSG00000253108",0,0,0,0,0,0
"ENSG00000253109",0,0,0,0,0,0
"ENSG00000253110",0,0,0,0,0,0
"ENSG00000253111",0,1,0,0,0,0
"ENSG00000253112",0,0,0,0,0,0
"ENSG00000253114",0,0,0,0,0,0
"ENSG00000253115",0,0,3,0,0,0
"ENSG00000253116",0,0,0,0,0,0
"ENSG00000253117",0,0,0,0,0,0
"ENSG00000253118",0,0,0,0,0,0
"ENSG00000253119",0,0,4,2,0,0
"ENSG00000253120",0,0,1,0,1,0
"ENSG00000253121",0,0,0,0,0,0
"ENSG00000253122",0,0,0,0,0,0
"ENSG00000253123",4,2,0,0,0,0
"ENSG00000253124",0,0,0,0,0,0
"ENSG00000253125",0,2,0,0,0,0
"ENSG00000253126",0,0,0,0,0,0
"ENSG00000253127",0,0,0,0,0,0
"ENSG00000253130",0,0,0,0,0,1
"ENSG00000253131",0,0,0,0,0,0
"ENSG00000253132",0,0,1,0,1,0
"ENSG00000253133",1,4,0,0,0,0
"ENSG00000253134",0,0,0,0,0,0
"ENSG00000253135",0,0,0,0,0,1
"ENSG00000253137",0,0,0,0,0,0
"ENSG00000253138",0,0,0,0,0,0
"ENSG00000253139",0,0,0,0,1,1
"ENSG00000253140",0,0,0,0,0,0
"ENSG00000253141",0,0,0,0,0,0
"ENSG00000253142",0,0,0,0,0,0
"ENSG00000253143",0,0,0,0,0,0
"ENSG00000253146",0,1,0,0,0,3
"ENSG00000253147",0,0,0,0,0,0
"ENSG00000253148",0,0,0,0,0,0
"ENSG00000253149",0,0,0,0,0,0
"ENSG00000253152",1,1,0,0,0,0
"ENSG00000253153",0,0,0,0,0,0
"ENSG00000253154",2,1,2,1,0,0
"ENSG00000253155",0,0,0,0,0,0
"ENSG00000253156",0,0,0,0,0,0
"ENSG00000253158",0,0,0,0,0,0
"ENSG00000253159",2,1,6,3,1,4
"ENSG00000253160",0,0,0,0,0,0
"ENSG00000253161",0,0,0,0,0,0
"ENSG00000253162",0,0,0,0,0,0
"ENSG00000253163",0,0,0,0,0,0
"ENSG00000253164",0,0,0,0,0,0
"ENSG00000253165",0,0,0,0,0,0
"ENSG00000253166",0,3,0,0,0,0
"ENSG00000253167",10,5,6,2,0,0
"ENSG00000253168",0,0,0,0,0,0
"ENSG00000253169",0,0,0,0,0,0
"ENSG00000253170",0,0,0,0,0,0
"ENSG00000253171",0,0,0,0,0,0
"ENSG00000253172",0,0,0,0,0,0
"ENSG00000253173",0,0,0,0,4,8
"ENSG00000253174",0,0,0,0,0,0
"ENSG00000253175",1,1,0,0,1,1
"ENSG00000253176",0,0,0,0,0,0
"ENSG00000253177",0,0,0,1,4,6
"ENSG00000253178",0,0,0,0,0,1
"ENSG00000253179",0,0,0,0,0,0
"ENSG00000253180",0,0,3,2,2,5
"ENSG00000253181",0,0,0,0,0,0
"ENSG00000253182",0,0,0,0,7,6
"ENSG00000253183",0,0,0,0,0,0
"ENSG00000253184",0,0,0,0,0,0
"ENSG00000253186",0,0,0,0,0,0
"ENSG00000253187",1,1,0,0,0,0
"ENSG00000253188",0,0,1,1,0,0
"ENSG00000253189",0,0,0,0,0,0
"ENSG00000253190",0,0,2,2,0,4
"ENSG00000253191",0,0,0,0,0,0
"ENSG00000253194",0,8,0,8,0,0
"ENSG00000253195",0,0,0,0,0,0
"ENSG00000253196",0,0,0,0,0,0
"ENSG00000253197",0,1,0,0,0,0
"ENSG00000253198",0,0,0,0,0,0
"ENSG00000253199",0,0,6,4,0,0
"ENSG00000253200",106,26,70,18,51,10
"ENSG00000253202",0,0,1,0,0,0
"ENSG00000253203",0,0,0,0,1,1
"ENSG00000253204",0,1,2,2,0,1
"ENSG00000253205",0,0,0,0,0,0
"ENSG00000253206",0,0,0,0,0,0
"ENSG00000253207",0,0,0,0,0,0
"ENSG00000253208",0,0,0,1,0,0
"ENSG00000253209",2,0,0,0,3,0
"ENSG00000253210",44,76,65,108,174,516
"ENSG00000253213",0,0,0,0,0,0
"ENSG00000253214",2,5,15,22,232,171
"ENSG00000253215",0,0,0,0,0,0
"ENSG00000253216",0,0,0,0,0,0
"ENSG00000253217",0,0,0,0,0,0
"ENSG00000253218",4,2,0,0,0,0
"ENSG00000253219",0,0,0,0,0,0
"ENSG00000253220",0,0,0,0,0,0
"ENSG00000253223",0,0,0,0,0,2
"ENSG00000253224",0,0,0,0,0,0
"ENSG00000253225",0,0,0,0,0,0
"ENSG00000253226",0,0,0,0,0,0
"ENSG00000253227",6,8,0,0,0,0
"ENSG00000253228",0,1,4,2,3,5
"ENSG00000253229",0,0,0,0,0,0
"ENSG00000253230",39,60,0,1,95,134
"ENSG00000253231",0,0,0,0,0,0
"ENSG00000253232",0,0,0,1,0,0
"ENSG00000253233",0,0,0,0,0,0
"ENSG00000253234",2,3,1,0,2,0
"ENSG00000253235",0,0,0,0,0,0
"ENSG00000253236",0,0,0,0,0,0
"ENSG00000253237",0,0,0,0,0,0
"ENSG00000253238",0,1,0,0,0,0
"ENSG00000253239",0,0,0,0,1,1
"ENSG00000253240",0,0,0,0,0,0
"ENSG00000253241",0,0,1,0,0,0
"ENSG00000253242",0,0,0,0,0,0
"ENSG00000253244",0,0,0,0,0,0
"ENSG00000253245",0,0,0,0,0,0
"ENSG00000253247",1,1,0,0,0,0
"ENSG00000253250",14,5,12,5,47,20
"ENSG00000253251",8,4,34,18,52,30
"ENSG00000253252",0,0,0,0,0,0
"ENSG00000253256",0,0,0,0,0,0
"ENSG00000253257",0,0,0,0,0,0
"ENSG00000253258",0,0,0,0,0,0
"ENSG00000253259",0,0,0,0,0,0
"ENSG00000253260",0,0,0,0,0,0
"ENSG00000253261",0,0,0,0,0,0
"ENSG00000253262",0,0,0,0,0,0
"ENSG00000253263",3,2,8,5,4,4
"ENSG00000253265",0,0,0,0,0,0
"ENSG00000253266",0,0,0,0,0,0
"ENSG00000253267",0,0,0,0,0,0
"ENSG00000253269",24,34,11,17,3,8
"ENSG00000253270",0,1,0,0,0,0
"ENSG00000253271",0,0,0,0,0,0
"ENSG00000253273",0,1,0,0,0,0
"ENSG00000253274",1,0,0,0,0,0
"ENSG00000253275",0,0,0,0,0,0
"ENSG00000253276",226,135,701,417,2813,1586
"ENSG00000253278",0,0,0,0,0,0
"ENSG00000253279",0,0,0,0,0,0
"ENSG00000253280",0,0,0,0,0,0
"ENSG00000253281",0,0,0,0,0,0
"ENSG00000253282",0,0,0,0,0,0
"ENSG00000253283",0,0,0,0,0,0
"ENSG00000253284",4,2,0,0,0,0
"ENSG00000253286",0,0,0,0,0,1
"ENSG00000253287",0,0,0,0,0,0
"ENSG00000253288",0,0,0,0,0,0
"ENSG00000253290",0,0,0,0,0,1
"ENSG00000253291",9,4,0,0,0,0
"ENSG00000253292",0,0,0,0,0,0
"ENSG00000253293",1,0,7,1,1,2
"ENSG00000253294",0,0,0,0,0,0
"ENSG00000253295",0,0,6,3,2,4
"ENSG00000253297",0,0,0,0,0,0
"ENSG00000253298",0,0,0,0,0,0
"ENSG00000253299",0,0,0,0,0,0
"ENSG00000253300",0,0,0,0,0,0
"ENSG00000253301",0,1,0,0,0,0
"ENSG00000253302",0,0,0,1,1,1
"ENSG00000253303",0,0,0,0,0,0
"ENSG00000253304",0,1,2,4,1,2
"ENSG00000253305",10,5,14,8,0,5
"ENSG00000253307",19,65,2,4,3,8
"ENSG00000253308",0,0,0,0,0,0
"ENSG00000253309",2,2,3,6,0,12
"ENSG00000253310",0,0,0,0,0,0
"ENSG00000253311",0,0,0,0,0,0
"ENSG00000253312",0,0,0,0,0,0
"ENSG00000253313",0,0,0,0,0,0
"ENSG00000253314",0,0,6,0,0,1
"ENSG00000253315",1,2,0,0,0,0
"ENSG00000253317",0,0,4,2,0,0
"ENSG00000253318",0,0,0,0,0,0
"ENSG00000253319",0,0,0,0,0,0
"ENSG00000253320",7,19,8,53,3,189
"ENSG00000253321",0,0,0,0,0,0
"ENSG00000253322",0,0,0,0,0,0
"ENSG00000253325",0,0,0,0,0,0
"ENSG00000253326",3,5,0,3,21,31
"ENSG00000253327",0,0,0,0,0,0
"ENSG00000253328",5,15,3,3,3,7
"ENSG00000253329",0,0,0,0,0,0
"ENSG00000253330",10,8,6,6,2,11
"ENSG00000253331",0,0,0,0,0,0
"ENSG00000253332",0,0,0,0,0,0
"ENSG00000253333",0,0,12,6,0,0
"ENSG00000253334",2,0,0,0,0,0
"ENSG00000253335",0,0,0,0,0,0
"ENSG00000253336",0,0,0,1,2,1
"ENSG00000253338",0,0,0,1,2,0
"ENSG00000253339",0,0,0,0,0,0
"ENSG00000253340",0,0,0,0,0,0
"ENSG00000253341",27,60,47,66,108,161
"ENSG00000253342",0,0,0,0,0,0
"ENSG00000253343",0,0,0,0,0,0
"ENSG00000253344",0,0,0,0,0,0
"ENSG00000253345",0,0,0,0,0,0
"ENSG00000253346",0,0,0,0,0,0
"ENSG00000253347",0,0,0,0,0,0
"ENSG00000253348",0,0,0,0,0,0
"ENSG00000253349",0,0,0,0,0,0
"ENSG00000253351",0,0,0,0,0,0
"ENSG00000253352",882,486,1285,656,3269,1518
"ENSG00000253354",0,0,0,0,0,0
"ENSG00000253355",0,0,0,0,0,0
"ENSG00000253356",0,0,0,2,0,0
"ENSG00000253357",0,0,0,0,0,0
"ENSG00000253358",0,0,0,0,0,0
"ENSG00000253359",0,1,3,0,0,0
"ENSG00000253361",0,0,0,0,0,1
"ENSG00000253362",0,0,0,0,0,0
"ENSG00000253363",0,0,0,0,0,0
"ENSG00000253364",9,11,5,1,1,0
"ENSG00000253365",0,0,0,0,0,0
"ENSG00000253366",0,0,0,0,0,0
"ENSG00000253367",0,0,0,0,0,0
"ENSG00000253368",18,12,4,3,25,20
"ENSG00000253369",0,2,0,0,0,0
"ENSG00000253370",0,0,0,0,0,0
"ENSG00000253372",4,18,0,0,0,4
"ENSG00000253373",0,0,0,0,0,0
"ENSG00000253374",0,0,0,1,0,0
"ENSG00000253376",0,0,0,0,0,0
"ENSG00000253377",0,0,0,0,0,0
"ENSG00000253380",0,0,0,0,0,0
"ENSG00000253381",0,0,0,0,0,0
"ENSG00000253382",2,1,0,0,1,0
"ENSG00000253383",0,0,0,0,0,0
"ENSG00000253384",0,0,0,0,0,0
"ENSG00000253385",0,1,0,0,0,0
"ENSG00000253386",0,0,0,0,2,0
"ENSG00000253387",0,0,3,0,0,0
"ENSG00000253388",0,0,0,0,0,0
"ENSG00000253389",2,1,0,0,0,0
"ENSG00000253390",0,0,0,1,0,0
"ENSG00000253391",0,0,0,0,0,0
"ENSG00000253392",0,0,1,8,2,7
"ENSG00000253393",0,0,0,0,0,0
"ENSG00000253394",2,3,12,8,2,4
"ENSG00000253395",4,3,0,0,1,2
"ENSG00000253396",0,0,0,0,0,0
"ENSG00000253397",0,0,0,0,0,0
"ENSG00000253398",0,0,0,0,0,0
"ENSG00000253399",0,4,0,0,0,0
"ENSG00000253400",0,0,0,0,0,0
"ENSG00000253401",0,0,0,0,0,0
"ENSG00000253403",0,1,0,0,0,0
"ENSG00000253404",0,0,0,0,0,0
"ENSG00000253405",0,0,0,0,0,0
"ENSG00000253406",0,0,0,0,0,0
"ENSG00000253407",0,0,0,0,0,0
"ENSG00000253408",1,1,0,0,0,0
"ENSG00000253409",11,11,5,7,0,0
"ENSG00000253410",0,0,0,0,0,0
"ENSG00000253412",0,0,0,0,0,0
"ENSG00000253413",0,0,0,0,0,0
"ENSG00000253414",0,0,4,3,0,0
"ENSG00000253415",0,0,0,0,0,0
"ENSG00000253416",0,0,0,0,0,0
"ENSG00000253417",0,0,0,0,0,0
"ENSG00000253418",0,0,0,0,0,0
"ENSG00000253420",0,0,0,0,0,0
"ENSG00000253421",5,4,4,2,0,0
"ENSG00000253422",0,0,0,0,0,0
"ENSG00000253423",0,0,0,0,0,0
"ENSG00000253424",0,0,0,0,0,0
"ENSG00000253425",0,0,0,0,0,0
"ENSG00000253427",0,0,0,0,0,0
"ENSG00000253428",0,0,0,0,0,0
"ENSG00000253429",0,0,0,0,0,0
"ENSG00000253430",0,0,0,4,0,0
"ENSG00000253431",0,0,0,0,2,0
"ENSG00000253432",0,0,0,0,0,0
"ENSG00000253433",0,0,0,0,1,1
"ENSG00000253434",0,0,0,0,0,0
"ENSG00000253435",0,0,0,0,0,0
"ENSG00000253437",0,3,0,0,0,0
"ENSG00000253438",7,24,0,5,0,4
"ENSG00000253439",3,5,5,3,1,2
"ENSG00000253440",0,0,0,0,1,0
"ENSG00000253441",0,1,0,0,0,0
"ENSG00000253444",0,0,0,0,0,0
"ENSG00000253445",0,0,0,0,0,0
"ENSG00000253447",0,0,0,0,0,0
