"gene","GTExN7MScountsREPROCESSED","GTExNFK9countsREPROCESSED","GTExO5YTcountsREPROCESSED","GDC2821countsREPROCESSED","GDC2828countsREPROCESSED","GDC2839countsREPROCESSED","padj","symbol","rank","rank_change"
"ENSG00000159339",4867,2155,15211,4454,2291,601,0.00103150429348409,"PADI4",3598,1092
"ENSG00000265992",51,1,2,1,0,0,0.00103150429348409,"ESRG",3599,NA
"ENSG00000278987",2,4,1,78,91,102,0.00103362748915959,"AL031009.1",3600,264
"ENSG00000287581",0,0,0,35,26,58,0.00103362748915959,"AC016549.1",3601,NA
"ENSG00000163870",400,394,986,705,487,676,0.00103408187693466,"TPRA1",3602,2366
"ENSG00000265791",9,1,12,147,378,158,0.001036462886942,"AC127024.4",3603,-2480
"ENSG00000228663",2,7,15,185,117,224,0.00104311775784121,"PSMD10P1",3604,643
"ENSG00000112146",1315,1338,3727,2060,2509,1581,0.00104475755129186,"FBXO9",3605,329
"ENSG00000268521",1,4,0,97,99,99,0.0010448861620914,"VN1R83P",3606,-575
"ENSG00000159409",17,9,55,7,15,8,0.00104549504560277,"CELF3",3607,13030
"ENSG00000172602",17,71,13,12,1,8,0.00104562797646448,"RND1",3608,2788
"ENSG00000204264",1121,1684,5635,1906,2252,1068,0.00104562797646448,"PSMB8",3609,2454
"ENSG00000279089",47,13,13,715,650,978,0.00104562797646448,"AC005839.1",3610,1649
"ENSG00000287695",0,0,0,39,25,52,0.00104562797646448,"AC008625.1",3611,NA
"ENSG00000225891",8,2,23,251,248,179,0.00104629958529295,"DHDDS-AS1",3612,-3128
"ENSG00000102103",547,513,788,808,664,836,0.00104810894294801,"PQBP1",3613,407
"ENSG00000147697",0,1,0,2,167,419,0.0010490162464432,"GSDMC",3614,1057
"ENSG00000235750",764,1498,12174,1007,1906,768,0.00105055366869655,"KIAA0040",3615,864
"ENSG00000267191",0,0,0,33,34,41,0.00105055366869655,"AC006213.3",3616,-358
"ENSG00000231365",54,60,39,964,713,1497,0.00105226345591383,"WARS2-AS1",3617,-3046
"ENSG00000253284",2,0,0,40,92,167,0.00105245071675711,"AC092828.1",3618,1324
"ENSG00000213279",6,3,12,141,98,286,0.0010549515390583,"Z97192.2",3619,-436
"ENSG00000124459",35,44,109,660,655,804,0.0010564447918772,"ZNF45",3620,1331
"ENSG00000201390",0,0,0,29,28,69,0.0010564447918772,"RNU6-1141P",3621,-315
"ENSG00000279121",0,0,0,38,26,50,0.0010564447918772,"AC073592.5",3622,-344
"ENSG00000251748",1,0,0,41,63,65,0.00105649484868616,"RNU4ATAC11P",3623,-466
"ENSG00000109685",520,182,296,6541,7218,5861,0.00105703875253039,"NSD2",3624,1953
"ENSG00000102119",3047,973,633,788,726,693,0.00105714413421792,"EMD",3625,2411
"ENSG00000102924",13,1,34,2,0,1,0.00105740981299426,"CBLN1",3626,10007
"ENSG00000157224",10,13,19,174,279,184,0.00106024680908566,"CLDN12",3627,803
"ENSG00000269172",0,0,0,31,31,51,0.00106055745491339,"AC011443.1",3628,-343
"ENSG00000117090",353,139,180,169,60,19,0.00106057032011309,"SLAMF1",3629,1303
"ENSG00000228166",0,6,0,165,204,190,0.0010614923134066,"MTND1P11",3630,2819
"ENSG00000251348",1,2,0,93,50,82,0.00106197136379884,"HSPD1P11",3631,1485
"ENSG00000101745",191,375,656,4502,4685,5932,0.00106206825037825,"ANKRD12",3632,1929
"ENSG00000160593",4661,3950,25414,798,5522,535,0.00106402688139468,"JAML",3633,1917
"ENSG00000226801",2,0,0,59,73,90,0.00106402688139468,"OSTCP8",3634,1458
"ENSG00000177455",279,123,187,197,126,77,0.00106724661613155,"CD19",3635,1443
"ENSG00000147488",2,1,21,83,911,341,0.00106808329839862,"ST18",3636,-571
"ENSG00000108557",226,100,133,3919,2053,3146,0.00106879781548737,"RAI1",3637,1616
"ENSG00000171314",1585,927,4785,1010,1936,486,0.00106879781548737,"PGAM1",3638,913
"ENSG00000163281",34,61,83,1085,524,1163,0.00106982192615077,"GNPDA2",3639,975
"ENSG00000280166",0,0,0,35,40,32,0.00107015936755269,"AC016542.3",3640,-370
"ENSG00000068489",122,38,66,909,3752,2244,0.00107559370791355,"PRR11",3641,1732
"ENSG00000254065",1,1,2,68,92,44,0.00107604755183401,"AC024451.3",3642,-1847
"ENSG00000225264",2,0,0,93,48,95,0.00107840996687358,"ZNRF2P2",3643,2923
"ENSG00000271032",75,39,170,86,29,45,0.00107840996687358,"AC020907.4",3644,6802
"ENSG00000171148",767,1436,7767,1237,1576,1229,0.00108466871350304,"TADA3",3645,875
"ENSG00000236785",2,1,40,0,0,0,0.00108466871350304,"SDR42E1P5",3646,2634
"ENSG00000286316",1,0,0,52,39,91,0.00108466871350304,"Z93020.1",3647,NA
"ENSG00000100191",0,0,1,125,93,19,0.00108528754886791,"SLC5A4",3648,451
"ENSG00000158717",3943,2119,2895,2112,3146,1146,0.00108733988962098,"RNF166",3649,527
"ENSG00000251774",0,0,0,23,45,49,0.0010895255476978,"RNU6-377P",3650,-318
"ENSG00000050327",35,31,64,18,8,37,0.00109001578363828,"ARHGEF5",3651,1843
"ENSG00000228363",14,3,12,250,165,210,0.00109046006347378,"AC015971.1",3652,6125
"ENSG00000146722",0,0,1,89,31,66,0.00109087085767847,"AC211486.1",3653,-474
"ENSG00000132640",30,27,124,984,609,2482,0.00109125379093393,"BTBD3",3654,-414
"ENSG00000187987",1,0,1,31,99,120,0.00109428269079319,"ZSCAN23",3655,-1798
"ENSG00000115468",43,36,48,24,2,1,0.00109494523715404,"EFHD1",3656,2723
"ENSG00000160445",2073,1465,3875,2696,1451,2680,0.00109494523715404,"ZER1",3657,1259
"ENSG00000236534",12,22,89,4,20,10,0.00109494523715404,"H3P36",3658,16193
"ENSG00000276758",13,26,83,6,14,0,0.00109639120692015,"AC245884.12",3659,NA
"ENSG00000100325",6905,3095,2008,2544,2458,2042,0.00109652572305161,"ASCC2",3660,1124
"ENSG00000154319",24,11,25,15,8,9,0.00110258978620977,"FAM167A",3661,3366
"ENSG00000175087",24,51,28,551,754,774,0.00110258978620977,"PDIK1L",3662,1451
"ENSG00000287131",5,20,56,8,1,0,0.00110258978620977,"AC096970.1",3663,NA
"ENSG00000224101",2,0,0,66,51,170,0.0011032924387178,"ELMO1-AS1",3664,-2059
"ENSG00000213760",30,9,69,16,3,13,0.00110528519399692,"ATP6V1G2",3665,598
"ENSG00000273451",0,0,0,19,44,68,0.00110528519399692,"AL031666.3",3666,-311
"ENSG00000186715",26,14,2,1,3,2,0.00110674349010388,"MST1L",3667,3023
"ENSG00000225507",7,13,22,194,265,175,0.00110798882565061,"AC069282.1",3668,-138
"ENSG00000245213",31,11,42,388,389,690,0.00110798882565061,"AC105285.1",3669,-886
"ENSG00000279166",33,9,16,486,856,318,0.00110798882565061,"AC009951.4",3670,979
"ENSG00000224888",10,5,4,176,239,118,0.00110852887298497,"AC138028.2",3671,-1125
"ENSG00000266189",0,0,0,39,11,154,0.0011092538919767,"MIR3186",3672,-179
"ENSG00000160007",230,274,695,4589,3699,3745,0.00111003461754286,"ARHGAP35",3673,552
"ENSG00000107130",72,37,224,73,11,28,0.00111022385256667,"NCS1",3674,3814
"ENSG00000119655",1014,990,2363,877,1837,892,0.00111159227129616,"NPC2",3675,-878
"ENSG00000019144",40,59,108,69,66,65,0.00111317303013987,"PHLDB1",3676,11130
"ENSG00000126005",595,296,1346,509,708,473,0.00111546886739031,"MMP24OS",3677,901
"ENSG00000254469",13,2,11,195,185,219,0.00111834522997422,"AP002495.1",3678,2325
"ENSG00000168090",564,766,1283,1090,1047,1082,0.0011190105250846,"COPS6",3679,1760
"ENSG00000180549",73,355,2215,212,60,228,0.00112197925574297,"FUT7",3680,-1250
"ENSG00000228043",2,2,0,87,72,67,0.00112197925574297,"AC114763.1",3681,726
"ENSG00000277586",32,2,156,10,1,0,0.00112252277409354,"NEFL",3682,2239
"ENSG00000129167",5,2,2,138,61,136,0.00112765307616938,"TPH1",3683,408
"ENSG00000141968",2515,2382,10933,4037,3748,3017,0.00112833380527598,"VAV1",3684,1492
"ENSG00000105393",401,224,351,341,324,306,0.00113215748294723,"BABAM1",3685,-3556
"ENSG00000212125",0,0,3,107,50,70,0.00113215748294723,"TAS2R15P",3686,-1247
"ENSG00000269956",83,53,358,78,106,47,0.0011331564156412,"MKNK1-AS1",3687,4465
"ENSG00000162069",29,3,25,7,2,1,0.00113468816706677,"BICDL2",3688,747
"ENSG00000162852",257,225,279,2855,3303,7219,0.00113468816706677,"CNST",3689,1397
"ENSG00000172531",1750,2805,6786,3224,3867,2785,0.00113468816706677,"PPP1CA",3690,338
"ENSG00000079805",6742,4645,16214,9359,9841,7082,0.00113656363269165,"DNM2",3691,3373
"ENSG00000156475",159,285,79,97,9,6,0.00113663005758419,"PPP2R2B",3692,1738
"ENSG00000172399",12,16,39,5,0,9,0.00113700287300743,"MYOZ2",3693,4388
"ENSG00000259120",1,0,0,35,93,56,0.00113744615993354,"SMIM6",3694,1095
"ENSG00000133393",93,107,200,1091,1641,1658,0.00113790664409057,"CEP20",3695,1387
"ENSG00000186517",5946,5448,30168,5842,10282,5069,0.00113836264457105,"ARHGAP30",3696,937
"ENSG00000137462",5037,10008,45717,7544,9852,1937,0.00113923995121199,"TLR2",3697,767
"ENSG00000248476",7,16,22,249,350,175,0.00113923995121199,"BACH1-IT1",3698,-1803
"ENSG00000077454",958,821,1845,1798,1105,1049,0.00114035126747723,"LRCH4",3699,-3526
"ENSG00000228838",0,0,0,41,35,30,0.00114082291981406,"AL355483.1",3700,-386
"ENSG00000143318",122,29,39,37,9,23,0.00114146737693135,"CASQ1",3701,3141
"ENSG00000228955",2,0,0,78,47,130,0.00114313734635394,"AL591623.2",3702,-2101
"ENSG00000178404",20,2,39,625,801,326,0.00114395133813918,"CEP295NL",3703,-1381
"ENSG00000234136",0,0,0,21,67,38,0.00114421731642397,"AC055764.1",3704,-341
"ENSG00000131143",1970,2801,4446,4091,3860,3369,0.0011457862975985,"COX4I1",3705,1070
"ENSG00000221264",0,0,0,31,30,50,0.0011457862975985,"MIR1284",3706,-363
"ENSG00000237440",27,42,60,863,357,877,0.0011457862975985,"ZNF737",3707,-1315
"ENSG00000238228",7,0,7,295,89,198,0.0011457862975985,"OR7E7P",3708,702
"ENSG00000103024",147,360,264,193,177,231,0.00114725904954473,"NME3",3709,1270
"ENSG00000135540",12,13,21,147,314,418,0.00114875119032579,"NHSL1",3710,125
"ENSG00000162777",1670,1566,1767,2307,1204,1447,0.00114875119032579,"DENND2D",3711,2407
"ENSG00000160183",11,13,8,5,1,2,0.00115143534862842,"TMPRSS3",3712,2746
"ENSG00000230815",0,0,0,26,38,47,0.00115290988896801,"AL807757.1",3713,-364
"ENSG00000180488",89,89,106,934,1346,1229,0.00115353881444042,"MIGA1",3714,629
"ENSG00000221520",0,0,0,37,42,28,0.00115354650984665,"MIR1285-1",3715,-391
"ENSG00000138311",9,79,37,13,6,0,0.00115508960836033,"ZNF365",3716,605
"ENSG00000135127",307,78,101,118,57,38,0.00115512641127407,"BICDL1",3717,1914
"ENSG00000159128",1031,968,6370,947,1792,711,0.00115512641127407,"IFNGR2",3718,238
"ENSG00000130775",7272,7907,37149,4479,10002,1061,0.00115765998610173,"THEMIS2",3719,955
"ENSG00000149575",7,2,35,2,1,0,0.00115765998610173,"SCN2B",3720,5640
"ENSG00000280106",8,12,18,179,159,255,0.00116034619114173,"AC008555.6",3721,1267
"ENSG00000157703",0,0,0,31,24,73,0.00116053883795197,"SVOPL",3722,-324
"ENSG00000227006",8,1,5,114,123,194,0.00116329276754285,"AL136988.2",3723,-2691
"ENSG00000272777",2,2,3,91,61,65,0.00116379102591291,"AC019131.2",3724,-529
"ENSG00000213005",2,1,0,61,68,78,0.00116607836234831,"PTTG3P",3725,240
"ENSG00000119778",207,174,550,3316,3581,2721,0.00117189646565608,"ATAD2B",3726,1705
"ENSG00000162630",4,3,10,74,154,164,0.00117318654308761,"B3GALT2",3727,-451
"ENSG00000255321",3,0,0,65,91,102,0.00117386611508626,"AC068389.3",3728,-1090
"ENSG00000230202",600,191,92,66,109,152,0.00117575226598132,"AL450405.1",3729,6513
"ENSG00000145335",1491,2373,232,626,186,494,0.00117656558498268,"SNCA",3730,-875
"ENSG00000238198",3,0,1,61,204,58,0.00117750486724102,"LRIG2-DT",3731,56
"ENSG00000225224",4,3,1,76,111,107,0.00117760395501212,"RPS27AP12",3732,2748
"ENSG00000135926",2476,1829,8057,2599,2833,3665,0.00117832345729424,"TMBIM1",3733,1329
"ENSG00000114784",708,799,3596,983,810,1261,0.00118075821153099,"EIF1B",3734,982
"ENSG00000105639",5516,5433,33894,9989,2697,4466,0.00118181416674158,"JAK3",3735,1402
"ENSG00000271680",70,17,21,21,8,4,0.00118181416674158,"AC098935.2",3736,3250
"ENSG00000127362",0,0,0,150,12,35,0.00118259651553151,"TAS2R3",3737,-260
"ENSG00000244203",6,0,0,161,171,201,0.00118492801790492,"FOXP1-AS1",3738,-2600
"ENSG00000252026",0,0,0,21,48,49,0.00118492801790492,"RNU6-1262P",3739,-357
"ENSG00000279334",0,0,0,31,36,38,0.00118619245833056,"AC073592.6",3740,-383
"ENSG00000007202",1016,560,1221,10539,11341,9473,0.00118713369205254,"KIAA0100",3741,3966
"ENSG00000085514",2287,1253,3211,691,1963,273,0.00119098644238679,"PILRA",3742,1066
"ENSG00000222810",0,0,0,29,38,39,0.00119098644238679,"RNU2-68P",3743,-356
"ENSG00000117632",389,338,560,3499,6858,5620,0.00119213763879611,"STMN1",3744,2016
"ENSG00000287872",0,0,0,28,24,84,0.00119227985199572,"AC026956.2",3745,NA
"ENSG00000164929",7,9,60,1311,427,358,0.00119248313820793,"BAALC",3746,-118
"ENSG00000111737",780,1246,3166,1609,1615,1244,0.00119307588714294,"RAB35",3747,638
"ENSG00000087206",1072,815,2457,1497,1620,1569,0.00119508371747868,"UIMC1",3748,2484
"ENSG00000244232",0,0,0,34,30,42,0.00119618277080478,"RN7SL698P",3749,-385
"ENSG00000169895",1882,903,2127,1689,1768,1038,0.00119779691747439,"SYAP1",3750,1208
"ENSG00000271500",7,0,0,280,160,268,0.00119837996817316,"AC005183.1",3751,1122
"ENSG00000169224",38,7,23,792,209,2735,0.00119909989243756,"GCSAML",3752,1505
"ENSG00000271199",2,0,0,50,76,111,0.00119909989243756,"AL353804.2",3753,-545
"ENSG00000229515",3,4,23,0,1,0,0.001203448285482,"FLT1P1",3754,3707
"ENSG00000165996",8,22,14,228,304,681,0.00120455388393468,"HACD1",3755,310
"ENSG00000254694",1,0,0,68,60,37,0.00120455388393468,"AP001893.1",3756,-470
"ENSG00000164934",80,158,201,2134,1533,1741,0.00120887121441562,"DCAF13",3757,2070
"ENSG00000178233",11,1,37,2,1,2,0.00121004235566616,"TMEM151B",3758,5578
"ENSG00000238260",9,8,68,3,2,10,0.00121004918813603,"AL513320.1",3759,6094
"ENSG00000145920",48,13,224,36,3,7,0.00121009032132321,"CPLX2",3760,5778
"ENSG00000224397",1883,2148,13627,57,1668,59,0.00121009032132321,"PELATON",3761,2237
"ENSG00000170006",1331,1721,3494,1426,2789,1441,0.00121117202557738,"TMEM154",3762,899
"ENSG00000100351",1203,767,365,616,217,96,0.00121506651222188,"GRAP2",3763,1073
"ENSG00000131374",551,408,1201,6780,6913,7020,0.00121621470214556,"TBC1D5",3764,2116
"ENSG00000250015",0,0,0,43,23,46,0.00121621470214556,"AC018752.1",3765,-355
"ENSG00000213859",58,62,202,104,58,78,0.00121747723622065,"KCTD11",3766,523
"ENSG00000100385",6707,2688,436,1541,399,154,0.00121783083826245,"IL2RB",3767,791
"ENSG00000196312",314,256,800,4709,4802,4075,0.00121812148863244,"MFSD14C",3768,-3539
"ENSG00000073169",712,533,1561,1185,745,522,0.00122129549967971,"SELENOO",3769,1435
"ENSG00000144362",6,1,13,225,92,227,0.00122371256203161,"PHOSPHO2",3770,4283
"ENSG00000283515",0,0,0,50,20,48,0.00122371256203161,"AC020915.4",3771,NA
"ENSG00000157741",143,84,587,4816,3447,4575,0.0012247092305858,"UBN2",3772,996
"ENSG00000256973",1,0,1,55,59,74,0.00123364462276789,"AC053513.2",3773,-2011
"ENSG00000267457",0,0,0,36,26,47,0.00123427797786967,"AC004223.2",3774,-377
"ENSG00000185614",20,12,13,326,197,386,0.00123430722205816,"INKA1",3775,1368
"ENSG00000224451",5,0,0,106,209,133,0.00123430722205816,"ATP5PBP1",3776,-1435
"ENSG00000227155",69,13,24,1176,1024,997,0.00123613370372145,"AL161725.1",3777,-809
"ENSG00000213937",85,121,745,123,5,33,0.0012376294985479,"CLDN9",3778,537
"ENSG00000263001",134,38,179,1864,1698,2078,0.00123925683319362,"GTF2I",3779,2881
"ENSG00000174233",23,27,46,1476,161,1414,0.00123990378856686,"ADCY6",3780,-700
"ENSG00000160185",315,199,155,177,21,72,0.00124036095700371,"UBASH3A",3781,1277
"ENSG00000166295",893,1376,2498,1370,1703,1827,0.00124036095700371,"ANAPC16",3782,359
"ENSG00000197312",246,149,204,2529,3085,2550,0.00124087005527586,"DDI2",3783,2544
"ENSG00000261049",1,0,0,56,37,76,0.00124188428774373,"AC007347.1",3784,-1599
"ENSG00000123405",3314,5431,44764,5916,3007,6490,0.00124340329172547,"NFE2",3785,925
"ENSG00000184307",25,30,27,967,196,1430,0.00124701296768821,"ZDHHC23",3786,945
"ENSG00000143248",19,77,331,62,36,31,0.00124745296256874,"RGS5",3787,6769
"ENSG00000003096",4,16,7,345,528,127,0.0012482222921601,"KLHL13",3788,1974
"ENSG00000217783",0,0,0,28,36,42,0.00125014550991752,"LDHAL6FP",3789,-385
"ENSG00000104408",1463,1703,2057,17839,17054,21769,0.0012539838293179,"EIF3E",3790,1658
"ENSG00000267044",0,0,0,26,50,34,0.00125417926701071,"AC005757.1",3791,-380
"ENSG00000216639",0,0,0,43,29,33,0.00125455592212874,"AL133406.1",3792,-354
"ENSG00000115602",476,51,941,17,45,190,0.0012563317117277,"IL1RL1",3793,1198
"ENSG00000261934",0,0,1,65,48,44,0.0012563317117277,"PCDHGA9",3794,-151
"ENSG00000270823",0,0,1,51,56,47,0.00126042261511706,"AC007938.2",3795,-1622
"ENSG00000233783",1,0,0,207,315,2,0.0012646441470212,"AP001442.1",3796,-693
"ENSG00000232815",29,26,45,403,410,302,0.00126718986762434,"DUX4L50",3797,-378
"ENSG00000269646",0,0,0,19,55,47,0.0012687748380658,"AC010487.1",3798,-358
"ENSG00000186399",6,2,3,116,69,258,0.00127128800012587,"GOLGA8R",3799,2546
"ENSG00000166987",3675,1720,5784,4430,2577,2530,0.00127135921115265,"MBD6",3800,-1084
"ENSG00000134897",33,27,40,835,320,470,0.00127201001836471,"BIVM",3801,305
"ENSG00000259144",5,16,29,5,7,6,0.00127201001836471,"RANBP20P",3802,10611
"ENSG00000129467",271,219,373,403,169,195,0.00127219730996493,"ADCY4",3803,3852
"ENSG00000171560",22,3,6,0,1,1,0.00127360795539331,"FGA",3804,-19
"ENSG00000271825",2,0,0,60,57,125,0.00127360795539331,"AC019080.3",3805,-507
"ENSG00000214018",1,0,0,85,43,42,0.00127600378705546,"RRM2P3",3806,110
"ENSG00000136689",663,831,4499,263,1176,189,0.00128278151194626,"IL1RN",3807,847
"ENSG00000239920",0,0,2,51,72,79,0.00128313165188417,"AC104389.5",3808,-2117
"ENSG00000177602",15,9,7,156,416,271,0.00128409810431874,"HASPIN",3809,1331
"ENSG00000141293",637,1071,175,337,179,32,0.00128575862126349,"SKAP1",3810,1288
"ENSG00000169738",493,340,535,568,510,520,0.00128651490747673,"DCXR",3811,1520
"ENSG00000225630",726,607,1465,8906,8908,16358,0.00128679110449691,"MTND2P28",3812,-146
"ENSG00000240015",0,1,0,57,54,44,0.00128679110449691,"AC084024.1",3813,598
"ENSG00000253528",0,0,0,33,32,38,0.00128679110449691,"AC087752.2",3814,-373
"ENSG00000236434",1,0,0,38,50,85,0.00128856197823917,"AL162430.2",3815,-1581
"ENSG00000183765",56,40,61,580,864,583,0.00129173699699456,"CHEK2",3816,693
"ENSG00000228526",3,2,14,167,110,126,0.00129752410901289,"MIR34AHG",3817,949
"ENSG00000163625",709,1073,5956,580,1218,1244,0.00130126968449142,"WDFY3",3818,1209
"ENSG00000270350",0,1,0,39,61,61,0.00130360804088174,"MTND4LP5",3819,-1004
"ENSG00000197841",9,20,34,392,218,380,0.00130482961484864,"ZNF181",3820,1324
"ENSG00000258872",3,0,2,47,56,395,0.00130554372028874,"FDPSP3",3821,1298
"ENSG00000254387",1,8,26,0,1,0,0.00130576662331374,"MYL12AP1",3822,NA
"ENSG00000237854",20,8,17,241,224,292,0.00130945780338668,"LINC00674",3823,-1093
"ENSG00000254985",0,0,0,27,29,59,0.00130949126850776,"RSF1-IT2",3824,1045
"ENSG00000132199",256,99,127,2749,3183,4351,0.00131207197985896,"ENOSF1",3825,-364
"ENSG00000165209",124,51,81,1661,1095,2244,0.001317829441035,"STRBP",3826,1523
"ENSG00000235816",0,0,2,58,82,58,0.001317829441035,"PRELID1P3",3827,-2123
"ENSG00000116678",16,30,126,3757,712,778,0.00131799297979116,"LEPR",3828,847
"ENSG00000242802",1354,1185,1934,2280,1488,1177,0.00131881764795528,"AP5Z1",3829,3598
"ENSG00000169851",1,15,22,1,1,2,0.00132262800082077,"PCDH7",3830,4767
"ENSG00000136002",25,19,92,14,15,32,0.0013231855766026,"ARHGEF4",3831,6421
"ENSG00000204442",3,7,23,0,2,1,0.0013231855766026,"FAM155A",3832,5454
"ENSG00000185065",1,0,0,42,48,73,0.00132404943421771,"AC000068.1",3833,-1615
"ENSG00000240549",0,1,0,50,54,49,0.00132404943421771,"THOC7-AS1",3834,-1664
"ENSG00000267299",0,0,0,28,91,21,0.00132404943421771,"AC011444.3",3835,-343
"ENSG00000106348",2172,2886,23327,3101,4223,1413,0.00132430163138125,"IMPDH1",3836,1667
"ENSG00000237596",0,1,0,18,109,102,0.00132861220611932,"AL138828.1",3837,-1436
"ENSG00000198356",521,680,1562,1025,1062,914,0.00133160136947418,"GET3",3838,654
"ENSG00000271771",0,0,0,17,57,51,0.00133297123473129,"AC139792.1",3839,-339
"ENSG00000253214",5,22,171,0,9,0,0.00133323211833793,"AC079209.1",3840,4158
"ENSG00000257097",2,0,0,54,101,66,0.00133323211833793,"CLIP1-AS1",3841,192
"ENSG00000261102",0,0,0,37,47,24,0.00133323211833793,"ATP5MFP6",3842,-400
"ENSG00000212232",1,2,0,50,81,84,0.00133412769083893,"SNORD17",3843,1540
"ENSG00000129354",40,26,1,2,0,4,0.00133450319627261,"AP1M2",3844,699
"ENSG00000239351",5,3,1,124,80,125,0.00134984044050957,"NPM1P29",3845,612
"ENSG00000160360",65,31,52,3120,353,1476,0.00135193323138199,"GPSM1",3846,923
"ENSG00000273112",29,4,43,9,9,3,0.00135193323138199,"AL590385.2",3847,NA
"ENSG00000163517",57,74,120,74,82,100,0.00135250411468223,"HDAC11",3848,2063
"ENSG00000164306",36,38,73,458,498,604,0.00135938383596387,"PRIMPOL",3849,2665
"ENSG00000215208",0,0,0,154,3,101,0.00136173917799101,"KRT18P60",3850,-192
"ENSG00000259308",1,0,0,40,54,65,0.00136210262014178,"FABP5P8",3851,-486
"ENSG00000282308",3,0,0,77,69,101,0.00136228929302401,"DPRXP3",3852,644
"ENSG00000172460",29,76,7,13,7,12,0.00136464475998455,"PRSS30P",3853,6285
"ENSG00000130475",1422,847,1822,1431,1789,1268,0.00136559034382398,"FCHO1",3854,1768
"ENSG00000119227",12,13,32,556,184,273,0.00136564154763973,"PIGZ",3855,-969
"ENSG00000130706",373,513,726,483,343,687,0.00136651557152438,"ADRM1",3856,-2256
"ENSG00000095739",17,20,12,5,11,5,0.00136833074677872,"BAMBI",3857,2823
"ENSG00000177731",4424,3084,12651,5428,6777,4336,0.00136833074677872,"FLII",3858,1360
"ENSG00000205890",11,4,42,4,6,1,0.00136975278872623,"AC108134.1",3859,-2909
"ENSG00000125351",122,94,188,1240,1269,1618,0.00137216954613521,"UPF3B",3860,752
"ENSG00000177628",948,823,8693,1245,1433,761,0.00137376535454293,"GBA",3861,893
"ENSG00000101365",1070,1080,1453,1717,1607,1391,0.0013749033111388,"IDH3B",3862,2283
"ENSG00000249931",0,0,0,36,29,37,0.00137576435346281,"GOLGA8K",3863,6877
"ENSG00000101557",264,244,516,2874,3220,2809,0.00137910070589608,"USP14",3864,2033
"ENSG00000232940",9,2,1,127,220,210,0.00138064013881278,"HCG25",3865,-2621
"ENSG00000131771",7,9,120,6,11,7,0.00138284852682952,"PPP1R1B",3866,9159
"ENSG00000134107",5237,1187,517,1049,807,356,0.001383224445685,"BHLHE40",3867,477
"ENSG00000252498",0,4,1,71,91,106,0.00138452926854856,"RNU6-1016P",3868,-2637
"ENSG00000183808",31,43,185,1327,1103,1387,0.00138950514675762,"RBM12B",3869,2481
"ENSG00000270409",0,0,2,93,23,204,0.00139334699209829,"AC090950.1",3870,112
"ENSG00000227502",2,1,9,427,3,1183,0.00139341080608223,"MROCKI",3871,1994
"ENSG00000254719",3,15,18,1,4,2,0.00139341080608223,"AC080023.2",3872,15164
"ENSG00000204498",119,104,579,142,126,181,0.00139693192344942,"NFKBIL1",3873,-153
"ENSG00000287769",1,1,4,64,55,102,0.0013977794858816,"AL353748.3",3874,NA
"ENSG00000235674",6,2,10,106,160,102,0.00140029406066617,"LDHAP2",3875,824
"ENSG00000258951",1,1,0,117,35,77,0.00140145630871451,"KRT18P7",3876,53
"ENSG00000011132",336,300,436,489,194,293,0.00140247605564411,"APBA3",3877,3094
"ENSG00000111886",29,143,171,77,62,42,0.00140512322883319,"GABRR2",3878,13428
"ENSG00000178878",17,36,55,321,745,930,0.00140844424987136,"APOLD1",3879,-1288
"ENSG00000101868",110,92,61,1661,1626,1477,0.00140935983125623,"POLA1",3880,1083
"ENSG00000211787",30,17,12,13,3,3,0.00141294818959561,"TRAV8-3",3881,2573
"ENSG00000186431",3291,2411,11376,1710,2162,92,0.00141365304440576,"FCAR",3882,1598
"ENSG00000270986",2,0,0,111,47,70,0.00141365304440576,"HMGB1P51",3883,-532
"ENSG00000156030",420,255,223,4740,5780,5870,0.00141477568913581,"MIDEAS",3884,1297
"ENSG00000200953",2,0,0,51,134,61,0.00141477568913581,"Y_RNA",3885,-2230
"ENSG00000207313",0,0,0,29,21,83,0.00141477568913581,"SNORA2B",3886,-339
"ENSG00000228653",2,2,0,114,42,120,0.00141733313338375,"HNRNPCP7",3887,-812
"ENSG00000188305",216,393,4603,495,373,352,0.00142467453605166,"PEAK3",3888,1455
"ENSG00000272356",13,9,1,323,253,515,0.00142701424734883,"AL080317.2",3889,304
"ENSG00000234040",13,4,2,176,246,343,0.00143364790571169,"RPL10P12",3890,1141
"ENSG00000267262",1,0,0,37,43,104,0.00143364790571169,"AC011444.2",3891,-1546
"ENSG00000130856",138,79,111,1959,1331,1402,0.00143376160919177,"ZNF236",3892,1477
"ENSG00000235128",3,0,0,238,40,104,0.00143498977107571,"AC013474.1",3893,1488
"ENSG00000273179",287,286,33,15,12,98,0.00143569963123341,"AC092535.5",3894,3224
"ENSG00000108848",754,845,1612,9773,9407,14837,0.00143686060700667,"LUC7L3",3895,1390
"ENSG00000118432",10,11,31,12,5,4,0.00143686060700667,"CNR1",3896,2520
"ENSG00000235865",12,2,10,113,281,291,0.00143895566968122,"GSN-AS1",3897,1682
"ENSG00000258813",1,0,3,68,43,119,0.00144128012256246,"AL442663.3",3898,-815
"ENSG00000261002",3,1,0,76,75,77,0.00144204805942876,"AC036103.1",3899,-2522
"ENSG00000232613",2,0,8,93,99,110,0.00144219099901624,"LINC02576",3900,-357
"ENSG00000271743",0,1,0,53,41,60,0.00144219208696372,"AF287957.1",3901,-1627
